Software Version,3.14.03,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Experiment File Path:,C:\Users\LABUSER\Desktop\Experiments\Kaizad P\redox_t0_2wk_sulfur_assay_compass_Plate2redo.xpt,,,,,,,,,,,,
Protocol File Path:,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Plate Number,Plate 2,,,,,,,,,,,,
Date,7/20/23,,,,,,,,,,,,
Time,12:01:51 PM,,,,,,,,,,,,
Reader Type:,Synergy H1,,,,,,,,,,,,
Reader Serial Number:,1709086,,,,,,,,,,,,
Reading Type,Reader,,,,,,,,,,,,
,,,,,,,,,,,,,
Procedure Details,,,,,,,,,,,,,
,,,,,,,,,,,,,
Plate Type,96 WELL PLATE (Use plate lid),,,,,,,,,,,,
Eject plate on completion,,,,,,,,,,,,,
Read,Absorbance Endpoint,,,,,,,,,,,,
,Full Plate,,,,,,,,,,,,
,Wavelengths:  670,,,,,,,,,,,,
,Pathlength Correction: 977 / 900,,,,,,,,,,,,
,    Absorbance at 1 cm: 0.18,,,,,,,,,,,,
,"Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 8",,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Actual Temperature:,23.9,,,,,,,,,,,,
,,,,,,,,,,,,,
Results,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,
A,0.291,0.255,0.157,0.156,0.158,0.157,0.158,0.169,0.166,0.165,0.175,0.166,977 [Test]
,0.259,0.208,0.086,0.085,0.085,0.086,0.086,0.087,0.083,0.083,0.091,0.085,900 [Ref]
,0.181,0.266,0.399,0.396,0.406,0.396,0.402,0.457,0.462,0.457,0.466,0.451,Pathlength
,1.638,1.767,0.128,0.128,0.13,0.129,0.128,0.125,0.126,0.119,0.122,0.119,670
,9.071,6.655,0.322,0.324,0.319,0.325,0.319,0.273,0.274,0.26,0.262,0.263,Corrected [670]
B,0.18,0.179,0.164,0.16,0.166,0.168,0.167,0.077,0.076,0.075,0.076,0.075,977 [Test]
,0.106,0.105,0.084,0.082,0.084,0.087,0.085,0.077,0.076,0.076,0.076,0.076,900 [Ref]
,0.411,0.41,0.444,0.43,0.455,0.454,0.454,-0.004,-0.003,-0.007,-0.001,-0.006,Pathlength
,2.446,2.455,0.125,0.122,0.128,0.123,0.12,0.08,0.08,0.08,0.08,0.079,670
,5.958,5.988,0.282,0.285,0.281,0.27,0.265,-20.494,-28.692,-11.091,-71.73,-12.993,Corrected [670]
