Software Version,3.14.03,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Experiment File Path:,C:\Users\LABUSER\Desktop\Experiments\Kaizad P\2023-08-02_Fe_assay_anoxia_time0water__CMPS_KFP_diluted_tray1.xpt,,,,,,,,,,,,
Protocol File Path:,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Plate Number,Plate 1,,,,,,,,,,,,
Date,8/2/23,,,,,,,,,,,,
Time,3:21:01 PM,,,,,,,,,,,,
Reader Type:,Synergy H1,,,,,,,,,,,,
Reader Serial Number:,1709086,,,,,,,,,,,,
Reading Type,Reader,,,,,,,,,,,,
,,,,,,,,,,,,,
Procedure Details,,,,,,,,,,,,,
,,,,,,,,,,,,,
Plate Type,96 WELL PLATE (Use plate lid),,,,,,,,,,,,
Eject plate on completion,,,,,,,,,,,,,
Read,Absorbance Endpoint,,,,,,,,,,,,
,Full Plate,,,,,,,,,,,,
,Wavelengths:  562,,,,,,,,,,,,
,Pathlength Correction: 977 / 900,,,,,,,,,,,,
,    Absorbance at 1 cm: 0.18,,,,,,,,,,,,
,"Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 8",,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Actual Temperature:,23.2,,,,,,,,,,,,
,,,,,,,,,,,,,
Results,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,
A,0.138,0.151,0.149,0.147,0.404,0.166,0.188,0.143,0.144,0.15,0.145,0.155,977 [Test]
,0.127,0.23,0.091,0.085,0.365,0.094,0.105,0.088,0.088,0.091,0.088,0.094,900 [Ref]
,0.059,-0.436,0.326,0.346,0.221,0.399,0.457,0.304,0.311,0.331,0.313,0.338,Pathlength
,2.437,3.115,0.099,0.092,0.341,0.089,0.102,0.089,0.089,0.093,0.09,0.097,562
,41.001,-7.142,0.303,0.266,1.544,0.223,0.224,0.294,0.285,0.281,0.287,0.286,Corrected [562]
B,0.268,0.23,0.148,0.149,0.148,0.148,0.536,0.187,0.082,0.085,0.084,0.08,977 [Test]
,0.189,0.16,0.09,0.089,0.089,0.088,0.488,0.102,0.08,0.085,0.084,0.082,900 [Ref]
,0.437,0.389,0.326,0.338,0.329,0.333,0.266,0.471,0.011,0.002,-0.003,-0.01,Pathlength
,1.549,1.424,0.099,0.098,0.096,0.095,0.479,0.093,0.09,0.091,0.09,0.09,562
,3.548,3.658,0.304,0.29,0.29,0.284,1.802,0.198,8.564,41.175,-32.328,-8.97,Corrected [562]
