Software Version,3.14.03,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Experiment File Path:,C:\Users\LABUSER\Desktop\Experiments\Kaizad P\2023-08-02_Fe_assay_anoxia_time0water__CMPS_KFP_tray2.xpt,,,,,,,,,,,,
Protocol File Path:,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Plate Number,Plate 1,,,,,,,,,,,,
Date,8/2/23,,,,,,,,,,,,
Time,3:37:01 PM,,,,,,,,,,,,
Reader Type:,Synergy H1,,,,,,,,,,,,
Reader Serial Number:,1709086,,,,,,,,,,,,
Reading Type,Reader,,,,,,,,,,,,
,,,,,,,,,,,,,
Procedure Details,,,,,,,,,,,,,
,,,,,,,,,,,,,
Plate Type,96 WELL PLATE (Use plate lid),,,,,,,,,,,,
Eject plate on completion,,,,,,,,,,,,,
Read,Absorbance Endpoint,,,,,,,,,,,,
,Full Plate,,,,,,,,,,,,
,Wavelengths:  562,,,,,,,,,,,,
,Pathlength Correction: 977 / 900,,,,,,,,,,,,
,    Absorbance at 1 cm: 0.18,,,,,,,,,,,,
,"Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 8",,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Actual Temperature:,23.2,,,,,,,,,,,,
,,,,,,,,,,,,,
Results,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,
A,0.152,0.147,0.149,0.15,0.149,0.148,0.148,0.148,0.15,0.147,0.146,0.145,977 [Test]
,0.091,0.089,0.087,0.089,0.088,0.088,0.087,0.088,0.09,0.084,0.086,0.086,900 [Ref]
,0.341,0.322,0.344,0.34,0.337,0.334,0.337,0.336,0.331,0.347,0.333,0.328,Pathlength
,2.334,2.311,0.097,0.096,0.092,0.092,0.09,0.096,0.108,0.095,0.096,0.099,562
,6.854,7.185,0.281,0.283,0.274,0.275,0.268,0.284,0.325,0.274,0.288,0.301,Corrected [562]
B,0.147,0.15,0.15,0.151,0.15,0.15,0.191,0.156,0.083,0.083,0.083,0.083,977 [Test]
,0.087,0.09,0.089,0.088,0.088,0.088,0.127,0.094,0.083,0.083,0.083,0.083,900 [Ref]
,0.334,0.332,0.338,0.35,0.345,0.342,0.354,0.344,0.003,-0.003,0,0.002,Pathlength
,1.334,1.397,0.115,0.125,0.119,0.12,0.156,0.101,0.09,0.089,0.089,0.089,562
,3.996,4.211,0.342,0.358,0.346,0.352,0.44,0.294,26.88,-26.76,?????,53.58,Corrected [562]
